Syllable,Vruta ID,Number of Syllables in Verse,Syllable Position in Verse,Ganam Position in Verse,Syllable Position in Ganam,Previous Syllable Origin,Next Syllable Origin,Current Syllable Origin,Previous Syllable Matra,Next syllable Matra,Current Syllable Matra,Previous Syllable Joint,Next Syllable Joint,Current Syllable Joint,Number of Syllables in Ganam,Yati,Yati Position,Distance from Yati,Total Matra in Ganam,Total Matra in Verse,Duration
kku,2,12,9,3,3,47,25,15,2,2,1,0,0,1,3,0,6,3,5,18,0.281241
dan,2,12,10,4,1,15,42,25,1,2,2,1,0,0,3,0,6,4,5,18,0.395786
raa,2,12,11,4,2,25,40,42,2,1,2,0,0,0,3,0,6,5,5,18,0.401473
ma,2,12,12,4,3,42,39,40,2,1,1,0,0,0,3,0,6,6,5,18,0.281241
bha,2,12,1,1,1,40,32,39,1,1,1,0,0,0,3,0,6,-5,3,18,0.250432
ddra,2,12,2,1,2,39,15,32,1,1,1,0,0,0,3,0,6,-4,3,18,0.28727
ka,2,12,3,1,3,32,33,15,1,2,1,0,0,0,3,0,6,-3,3,18,0.250432
dhaa,2,12,4,2,1,15,40,33,1,1,2,0,0,0,3,0,6,-2,4,18,0.434312
mru,2,12,5,2,2,33,30,40,2,1,1,0,0,0,3,0,6,-1,4,18,0.264782
tha,2,12,6,2,3,40,50,30,1,2,1,0,0,0,3,1,6,0,4,18,0.303341
saa,2,12,7,3,1,30,42,50,1,2,2,0,0,0,3,0,6,1,5,18,0.481865
ram,2,12,8,3,2,50,15,42,2,1,2,0,0,0,3,0,6,2,5,18,0.424312
ko,2,12,9,3,3,42,25,15,2,2,1,0,0,0,3,0,6,3,5,18,0.218772
du,2,12,10,4,1,15,30,25,1,2,2,0,1,0,3,0,6,4,6,18,0.421412
ttha,2,12,11,4,2,25,36,30,2,2,2,0,1,1,3,0,6,5,6,18,0.495726
ppol,2,12,12,4,3,30,47,36,2,1,2,1,0,1,3,0,6,6,6,18,0.602069
vi,2,12,1,1,1,36,32,47,2,1,1,1,0,0,3,0,6,-5,3,14,0.281241
ddru,2,12,2,1,2,47,40,32,1,1,1,0,0,0,3,0,6,-4,3,14,0.281241
ma,2,12,3,1,3,32,30,40,1,1,1,0,0,0,3,0,6,-3,3,14,0.236435
thu,2,12,4,2,1,40,44,30,1,1,1,0,0,0,3,0,6,-2,3,14,0.250432
lya,2,12,5,2,2,30,33,44,1,1,1,0,0,0,3,0,6,-1,3,14,0.281241
dha,2,12,6,2,3,44,42,33,1,1,1,0,0,0,3,1,6,0,3,14,0.274223
ri,2,12,7,3,1,33,41,42,1,2,1,0,0,0,3,0,6,1,4,14,0.294184
yaa,2,12,8,3,2,42,41,41,1,1,2,0,0,0,3,0,6,2,4,14,0.377292
ya,2,12,9,3,3,41,17,41,2,1,1,0,0,0,3,0,6,3,4,14,0.250432
gow,2,12,10,4,1,41,42,17,1,1,1,0,0,0,3,0,6,4,4,14,0.281241
ri,2,12,11,4,2,17,41,42,1,2,1,0,0,0,3,0,6,5,4,14,0.220922
yaa,2,12,12,4,3,42,40,41,1,1,2,0,0,0,3,0,6,6,4,14,0.625451
ma,2,12,1,1,1,41,32,40,2,1,1,0,0,0,3,0,6,-5,3,15,0.250432
ddri,2,12,2,1,2,40,50,32,1,1,1,0,0,0,3,0,6,-4,3,15,0.250432
su,2,12,3,1,3,32,30,50,1,1,1,0,0,0,3,0,6,-3,3,15,0.250432
tha,2,12,4,2,1,50,41,30,1,1,1,0,0,0,3,0,6,-2,4,15,0.250432
yu,2,12,5,2,2,30,40,41,1,2,1,0,0,0,3,0,6,-1,4,15,0.243858
maa,2,12,6,2,3,41,34,40,1,2,2,0,0,0,3,1,6,0,4,15,0.58344
na,2,12,7,3,1,40,53,34,2,1,2,0,1,0,3,0,6,1,4,15,0.431312
nda,2,12,8,3,2,34,47,53,2,1,1,0,0,1,3,0,6,2,4,15,0.281241
vi,2,12,9,3,3,53,47,47,1,1,1,1,0,0,3,0,6,3,4,15,0.262508
va,2,12,10,4,1,47,48,47,1,1,1,0,0,0,3,0,6,4,4,15,0.250432
sha,2,12,11,4,2,47,41,48,1,2,1,0,0,0,3,0,6,5,4,15,0.250432
yaay,2,12,12,4,3,48,39,41,1,2,2,0,0,0,3,0,6,6,4,15,0.652168
bhar,2,12,1,1,1,41,30,39,2,1,2,0,0,0,3,0,6,-5,5,19,0.433322
thru,2,12,2,1,2,39,36,30,2,2,1,0,0,0,3,0,6,-4,5,19,0.282151
paa,2,12,3,1,3,30,25,36,1,1,2,0,0,0,3,0,6,-3,5,19,0.404233
da,2,12,4,2,1,36,36,25,2,1,1,0,0,0,3,0,6,-2,4,19,0.250432
pra,2,12,5,2,2,25,34,36,1,2,1,0,0,0,3,0,6,-1,4,19,0.250432
naa,2,12,6,2,3,36,40,34,1,2,2,0,0,0,3,1,6,0,4,19,0.524312
mam,2,12,7,3,1,34,20,40,2,2,2,0,0,0,3,0,6,1,5,19,0.400315
chey,2,12,8,3,2,40,30,20,2,1,2,0,0,0,3,0,6,2,5,19,0.466565
thu,2,12,9,3,3,20,50,30,2,2,1,0,0,0,3,0,6,3,5,19,0.169483
sam,2,12,10,4,1,30,36,50,1,2,2,0,0,0,3,0,6,4,5,19,0.522289
poor,2,12,11,4,2,50,34,36,2,1,2,0,1,0,3,0,6,5,5,19,0.44041
nna,2,12,12,4,3,36,39,34,2,2,1,0,0,1,3,0,6,6,5,19,0.281241
bha,2,12,1,1,1,34,15,39,1,1,2,1,0,0,3,0,6,-5,5,18,0.423322
kthi,2,12,2,1,2,39,41,15,2,2,1,0,0,0,3,0,6,-4,5,18,0.281241
yoo,2,12,3,1,3,15,25,41,1,2,2,0,0,0,3,0,6,-3,5,18,0.398787
dum,2,12,4,2,1,41,36,25,2,1,2,0,0,0,3,0,6,-2,4,18,0.426113
pu,2,12,5,2,2,25,34,36,2,1,1,0,0,0,3,0,6,-1,4,18,0.272719
na,2,12,6,2,3,36,42,34,1,2,1,0,0,0,3,1,6,0,4,18,0.281241
ree,2,12,7,3,1,34,47,42,1,1,2,0,0,0,3,0,6,1,4,18,0.395979
va,2,12,8,3,2,42,40,47,2,1,1,0,0,0,3,0,6,2,4,18,0.281241
ma,2,12,9,3,3,47,42,40,1,2,1,0,0,0,3,0,6,3,4,18,0.274117
rul,2,12,10,4,1,40,20,42,1,2,2,0,0,0,3,0,6,4,5,18,0.40603
chey,2,12,11,4,2,42,30,20,2,1,2,0,0,0,3,0,6,5,5,18,0.484077
thu,2,12,12,4,3,20,34,30,2,2,1,0,0,0,3,0,6,6,5,18,0.250432
naa,2,12,1,1,1,30,42,34,1,2,2,0,0,0,3,0,6,-5,5,18,0.423407
raa,2,12,2,1,2,34,41,42,2,1,2,0,0,0,3,0,6,-4,5,18,0.423412
ya,2,12,3,1,3,42,34,41,2,2,1,0,0,0,3,0,6,-3,5,18,0.250432
nan,2,12,4,2,1,41,34,34,1,1,2,0,0,0,3,0,6,-2,4,18,0.462044
na,2,12,5,2,2,34,44,34,2,1,1,0,0,0,3,0,6,-1,4,18,0.186444
li,2,12,6,2,3,34,34,44,1,2,1,0,0,0,3,1,6,0,4,18,0.281241
naa,2,12,7,3,1,44,41,34,1,1,2,0,0,0,3,0,6,1,4,18,0.388585
ya,2,12,8,3,2,34,30,41,2,1,1,0,0,0,3,0,6,2,4,18,0.288776
tha,2,12,9,3,3,41,44,30,1,2,1,0,0,0,3,0,6,3,4,18,0.281241
loo,2,12,10,4,1,30,20,44,1,1,2,0,0,0,3,0,6,4,5,18,0.423412
cha,2,12,11,4,2,44,34,20,2,2,1,0,0,0,3,0,6,5,5,18,0.285057
nan,2,12,12,4,3,20,34,34,1,2,2,0,0,0,3,0,6,6,5,18,0.472187
naa,2,12,1,1,1,34,42,34,2,2,2,0,0,0,3,0,6,-5,5,19,0.437695
rii,2,12,2,1,2,34,22,42,2,1,2,0,0,0,3,0,6,-4,5,19,0.378184
ja,2,12,3,1,3,42,34,22,2,1,1,0,0,0,3,0,6,-3,5,19,0.22246
na,2,12,4,2,1,22,40,34,1,1,1,0,0,0,3,0,6,-2,4,19,0.281241
ma,2,12,5,2,2,34,34,40,1,2,1,0,0,0,3,0,6,-1,4,19,0.240447
noo,2,12,6,2,3,40,40,34,1,2,2,0,0,0,3,1,6,0,4,19,0.563535
moo,2,12,7,3,1,34,51,40,2,1,2,0,0,0,3,0,6,1,5,19,0.383696
ha,2,12,8,3,2,40,34,51,2,2,1,0,0,0,3,0,6,2,5,19,0.242312
nan,2,12,9,3,3,51,40,34,1,2,2,0,0,0,3,0,6,3,5,19,0.40506
maa,2,12,10,4,1,34,33,40,2,1,2,0,0,0,3,0,6,4,5,19,0.383174
dha,2,12,11,4,2,40,47,33,2,2,1,0,0,0,3,0,6,5,5,19,0.241323
van,2,12,12,4,3,33,34,47,1,2,2,0,0,0,3,0,6,6,5,19,0.449213
naa,2,12,1,1,1,47,42,34,2,1,2,0,0,0,3,0,6,-5,4,17,0.534414
ra,2,12,2,1,2,34,32,42,2,1,1,0,0,0,3,0,6,-4,4,17,0.260975
dda,2,12,3,1,3,42,50,32,1,2,1,0,0,0,3,0,6,-3,4,17,0.250432
see,2,12,4,2,1,32,47,50,1,2,2,0,0,0,3,0,6,-2,5,17,0.492903
vyan,2,12,5,2,2,50,34,47,2,1,2,0,0,0,3,0,6,-1,5,17,0.449495
na,2,12,6,2,3,47,44,34,2,1,1,0,0,0,3,1,6,0,5,17,0.271434
li,2,12,7,3,1,34,34,44,1,2,1,0,0,0,3,0,6,1,4,17,0.250432
naa,2,12,8,3,2,44,50,34,1,1,2,0,0,0,3,0,6,2,4,17,0.424312
sa,2,12,9,3,3,34,34,50,2,1,1,0,0,0,3,0,6,3,4,17,0.250432
na,2,12,10,4,1,50,36,34,1,1,1,0,0,0,3,0,6,4,4,17,0.29076
pri,2,12,11,4,2,34,41,36,1,2,1,0,0,0,3,0,6,5,4,17,0.250432
yan,2,12,12,4,3,36,34,41,1,2,2,0,0,0,3,0,6,6,4,17,0.415424
naa,2,12,1,1,1,41,42,34,2,1,2,0,0,0,3,0,6,-5,5,15,0.425757
ra,2,12,2,1,2,34,15,42,2,2,1,0,0,0,3,0,6,-4,5,15,0.211924
kaa,2,12,3,1,3,42,42,15,1,2,2,0,0,0,3,0,6,-3,5,15,0.409925
raa,2,12,4,2,1,15,30,42,2,1,2,0,0,0,3,0,6,-2,4,15,0.396787
thi,2,12,5,2,2,42,34,30,2,1,1,0,0,0,3,0,6,-1,4,15,0.250432
na,2,12,6,2,3,30,44,34,1,1,1,0,0,0,3,1,6,0,4,15,0.281241
li,2,12,7,3,1,34,34,44,1,1,1,0,0,0,3,0,6,1,3,15,0.250432
na,2,12,8,3,2,44,48,34,1,1,1,0,0,0,3,0,6,2,3,15,0.234495
sha,2,12,9,3,3,34,42,48,1,1,1,0,0,0,3,0,6,3,3,15,0.281241
ra,2,12,10,4,1,48,17,42,1,1,1,0,0,0,3,0,6,4,3,15,0.281241
gu,2,12,11,4,2,42,42,17,1,1,1,0,0,0,3,0,6,5,3,15,0.209835
ru,2,12,12,4,3,17,34,42,1,2,1,0,0,0,3,0,6,6,3,15,0.281241
naa,2,12,1,1,1,42,33,34,1,2,2,0,0,0,3,0,6,-5,5,19,0.520311
dhan,2,12,2,1,2,34,34,33,2,1,2,0,0,0,3,0,6,-4,5,19,0.39042
na,2,12,3,1,3,33,42,34,2,1,1,0,0,0,3,0,6,-3,5,19,0.22336
ra,2,12,4,2,1,34,50,42,1,1,1,0,0,0,3,0,6,-2,4,19,0.288863
sa,2,12,5,2,2,42,16,50,1,2,1,0,0,0,3,0,6,-1,4,19,0.250432
khan,2,12,6,2,3,50,34,16,1,2,2,0,0,0,3,1,6,0,4,19,0.595008
naa,2,12,7,3,1,16,34,34,2,2,2,0,0,0,3,0,6,1,5,19,0.406568
naa,2,12,8,3,2,34,22,34,2,1,2,0,0,0,3,0,6,2,5,19,0.381275
ja,2,12,9,3,3,34,17,22,2,2,1,0,0,0,3,0,6,3,5,19,0.261302
gan,2,12,10,4,1,22,40,17,1,1,2,0,0,0,3,0,6,4,5,19,0.398613
ma,2,12,11,4,2,17,41,40,2,2,1,0,0,0,3,0,6,5,5,19,0.176493
yan,2,12,12,4,3,40,34,41,1,2,2,0,0,0,3,0,6,6,5,19,0.453905
naa,2,12,1,1,1,41,25,34,2,1,2,0,0,0,3,0,6,-5,4,17,0.485609
da,2,12,2,1,2,34,47,25,2,1,1,0,0,0,3,0,6,-4,4,17,0.213828
vi,2,12,3,1,3,25,25,47,1,2,1,0,0,0,3,0,6,-3,4,17,0.295275
dyaa,2,12,4,2,1,47,30,25,1,1,2,0,0,0,3,0,6,-2,5,17,0.458731
thma,2,12,5,2,2,25,15,30,2,2,1,0,0,0,3,0,6,-1,5,17,0.287483
kan,2,12,6,2,3,30,34,15,1,2,2,0,0,0,3,1,6,0,5,17,0.566967
naa,2,12,7,3,1,15,40,34,2,1,2,0,0,0,3,0,6,1,4,17,0.433312
ma,2,12,8,3,2,34,50,40,2,1,1,0,0,0,3,0,6,2,4,17,0.197841
sa,2,12,9,3,3,40,51,50,1,1,1,0,0,0,3,0,6,3,4,17,0.281241
ha,2,12,10,4,1,50,50,51,1,1,1,0,0,0,3,0,6,4,4,17,0.259047
sra,2,12,11,4,2,51,47,50,1,2,1,0,0,0,3,0,6,5,4,17,0.281241
vaan,2,12,12,4,3,50,34,47,1,2,2,0,0,0,3,0,6,6,4,17,0.452965
naa,2,12,1,1,1,47,44,34,2,2,2,0,0,0,3,0,6,-5,5,17,0.464844
lii,2,12,2,1,2,34,15,44,2,1,2,0,0,0,3,0,6,-4,5,17,0.423412
ka,2,12,3,1,3,44,38,15,2,2,1,0,0,0,3,0,6,-3,5,17,0.252779
baa,2,12,4,2,1,15,34,38,1,1,2,0,1,0,3,0,6,-2,4,17,0.400727
ndha,2,12,5,2,2,38,47,34,2,1,1,0,0,1,3,0,6,-1,4,17,0.250432
va,2,12,6,2,3,34,47,47,1,2,1,1,0,0,3,1,6,0,4,17,0.281241
vam,2,12,7,3,1,47,48,47,1,1,2,0,0,0,3,0,6,1,4,17,0.423312
sha,2,12,8,3,2,47,50,48,2,1,1,0,0,0,3,0,6,2,4,17,0.281241
sa,2,12,9,3,3,48,40,50,1,1,1,0,0,0,3,0,6,3,4,17,0.250432
mu,2,12,10,4,1,50,30,40,1,1,1,0,0,0,3,0,6,4,4,17,0.250432
thbha,2,12,11,4,2,40,47,30,1,2,1,0,0,0,3,0,6,5,4,17,0.250432
van,2,12,12,4,3,30,50,47,1,2,2,0,0,0,3,0,6,6,4,17,0.392713
sree,2,12,1,1,1,47,42,50,2,2,2,0,0,0,3,0,6,-5,5,19,0.500227
raa,2,12,2,1,2,50,40,42,2,1,2,0,0,0,3,0,6,-4,5,19,0.423412
ma,2,12,3,1,3,42,25,40,2,2,1,0,0,0,3,0,6,-3,5,19,0.241286
dee,2,12,4,2,1,40,47,25,1,2,2,0,0,0,3,0,6,-2,5,19,0.392335
van,2,12,5,2,2,25,36,47,2,1,2,0,0,0,3,0,6,-1,5,19,0.451603
pa,2,12,6,2,3,47,42,36,2,2,1,0,0,0,3,1,6,0,5,19,0.236352
ran,2,12,7,3,1,36,36,42,1,1,2,0,0,0,3,0,6,1,4,19,0.415875
pu,2,12,8,3,2,42,42,36,2,1,1,0,0,0,3,0,6,2,4,19,0.217028
ru,2,12,9,3,3,36,48,42,1,2,1,0,0,0,3,0,6,3,4,19,0.247171
shoo,2,12,10,4,1,42,30,48,1,1,2,0,1,0,3,0,6,4,5,19,0.527691
ttha,2,12,11,4,2,48,40,30,2,2,1,0,0,1,3,0,6,5,5,19,0.254123
man,2,12,12,4,3,30,15,40,1,2,2,1,0,0,3,0,6,6,5,19,0.427645
kaa,2,12,1,1,1,40,42,15,2,1,2,0,0,0,3,0,6,-5,4,16,0.414674
ru,2,12,2,1,2,15,34,42,2,1,1,0,0,0,3,0,6,-4,4,16,0.250432
nya,2,12,3,1,3,42,47,34,1,2,1,0,0,0,3,0,6,-3,4,16,0.266982
vaa,2,12,4,2,1,34,42,47,1,1,2,0,0,0,3,0,6,-2,4,16,0.378156
ri,2,12,5,2,2,47,33,42,2,1,1,0,0,0,3,0,6,-1,4,16,0.234793
dhi,2,12,6,2,3,42,15,33,1,2,1,0,0,0,3,1,6,0,4,16,0.281241
kaa,2,12,7,3,1,33,40,15,1,1,2,0,0,0,3,0,6,1,4,16,0.42025
ma,2,12,8,3,2,15,37,40,2,1,1,0,0,0,3,0,6,2,4,16,0.250432
pha,2,12,9,3,3,40,44,37,1,1,1,0,0,0,3,0,6,3,4,16,0.25446
la,2,12,10,4,1,37,36,44,1,1,1,0,0,0,3,0,6,4,4,16,0.250432
pra,2,12,11,4,2,44,32,36,1,2,1,0,0,0,3,0,6,5,4,16,0.250432
ddan,2,12,12,4,3,36,42,32,1,2,2,0,0,0,3,0,6,6,4,16,0.412781
raa,2,12,1,1,1,32,15,42,2,1,2,0,1,0,3,0,6,-5,4,17,0.423322
ksha,2,12,2,1,2,42,50,15,2,1,1,0,0,1,3,0,6,-4,4,17,0.251137
sa,2,12,3,1,3,15,47,50,1,2,1,1,0,0,3,0,6,-3,4,17,0.281241
vam,2,12,4,2,1,50,48,47,1,1,2,0,0,0,3,0,6,-2,4,17,0.424312
sha,2,12,5,2,2,47,47,48,2,1,1,0,0,0,3,0,6,-1,4,17,0.281241
vi,2,12,6,2,3,48,34,47,1,2,1,0,0,0,3,1,6,0,4,17,0.237048
naa,2,12,7,3,1,47,48,34,1,1,2,0,0,0,3,0,6,1,4,17,0.433312
sha,2,12,8,3,2,34,34,48,2,1,1,0,0,0,3,0,6,2,4,17,0.250432
na,2,12,9,3,3,48,15,34,1,2,1,0,0,0,3,0,6,3,4,17,0.250432
kaa,2,12,10,4,1,34,42,15,1,1,2,0,0,0,3,0,6,4,5,17,0.397415
ra,2,12,11,4,2,15,34,42,2,2,1,0,0,0,3,0,6,5,5,17,0.207188
nan,2,12,12,4,3,42,50,34,1,2,2,0,0,0,3,0,6,6,5,17,0.414375
saa,2,12,1,1,1,34,15,50,2,2,2,0,1,0,3,0,6,-5,5,19,0.411952
kshaal,2,12,2,1,2,50,40,15,2,1,2,0,0,1,3,0,6,-4,5,19,0.549326
mu,2,12,3,1,3,15,15,40,2,2,1,1,0,0,3,0,6,-3,5,19,0.242442
ku,2,12,4,2,1,40,53,15,1,1,2,0,1,0,3,0,6,-2,5,19,0.417885
nda,2,12,5,2,2,15,34,53,2,2,1,0,0,1,3,0,6,-1,5,19,0.245366
naa,2,12,6,2,3,53,34,34,1,2,2,1,0,0,3,1,6,0,5,19,0.523312
na,2,12,7,3,1,34,53,34,2,1,2,0,1,0,3,0,6,1,4,19,0.429246
nda,2,12,8,3,2,34,36,53,2,1,1,0,0,1,3,0,6,2,4,19,0.250432
pra,2,12,9,3,3,53,32,36,1,2,1,1,0,0,3,0,6,3,4,19,0.250432
ddan,2,12,10,4,1,36,36,32,1,1,2,0,0,0,3,0,6,4,5,19,0.405397
pu,2,12,11,4,2,32,40,36,2,2,1,0,0,0,3,0,6,5,5,19,0.273315
maan,2,12,12,4,3,36,39,40,1,2,2,0,0,0,3,0,6,6,5,19,0.472764
bha,2,12,1,1,1,40,15,39,2,1,2,0,0,0,3,0,6,-5,4,17,0.423322
ktha,2,12,2,1,2,39,22,15,2,1,1,0,0,0,3,0,6,-4,4,17,0.283824
ja,2,12,3,1,3,15,34,22,1,2,1,0,0,0,3,0,6,-3,4,17,0.281241
noo,2,12,4,2,1,22,30,34,1,1,2,0,1,0,3,0,6,-2,4,17,0.424312
ttha,2,12,5,2,2,34,40,30,2,1,1,0,0,1,3,0,6,-1,4,17,0.266675
ma,2,12,6,2,3,30,39,40,1,2,1,1,0,0,3,1,6,0,4,17,0.281241
bhu,2,12,7,3,1,40,15,39,1,1,2,0,0,0,3,0,6,1,5,17,0.433312
kthi,2,12,8,3,2,39,40,15,2,2,1,0,0,0,3,0,6,2,5,17,0.250432
mu,2,12,9,3,3,15,15,40,1,1,2,0,0,0,3,0,6,3,5,17,0.421412
kthi,2,12,10,4,1,40,36,15,2,1,1,0,0,0,3,0,6,4,4,17,0.281241
pra,2,12,11,4,2,15,32,36,1,2,1,0,0,0,3,0,6,5,4,17,0.250432
ddan,2,12,12,4,3,36,48,32,1,2,2,0,0,0,3,0,6,6,4,17,0.425736
sha,2,12,1,1,1,32,15,48,2,1,2,0,0,0,3,0,6,-5,5,18,0.423322
kthi,2,12,2,1,2,48,41,15,2,2,1,0,0,0,3,0,6,-4,5,18,0.281241
yu,2,12,3,1,3,15,15,41,1,2,2,0,0,0,3,0,6,-3,5,18,0.421412
kthan,2,12,4,2,1,41,48,15,2,1,2,0,0,0,3,0,6,-2,4,18,0.433026
sha,2,12,5,2,2,15,42,48,2,1,1,0,0,0,3,0,6,-1,4,18,0.249248
ra,2,12,6,2,3,48,34,42,1,2,1,0,0,0,3,1,6,0,4,18,0.281241
naa,2,12,7,3,1,42,17,34,1,1,2,0,0,0,3,0,6,1,4,18,0.405085
ga,2,12,8,3,2,34,30,17,2,1,1,0,0,0,3,0,6,2,4,18,0.229103
tha,2,12,9,3,3,17,47,30,1,2,1,0,0,0,3,0,6,3,4,18,0.281241
val,2,12,10,4,1,30,50,47,1,1,2,0,0,0,3,0,6,4,5,18,0.423412
sa,2,12,11,4,2,47,44,50,2,2,1,0,0,0,3,0,6,5,5,18,0.275039
lan,2,12,12,4,3,50,47,44,1,2,2,0,0,0,3,0,6,6,5,18,0.373872
vya,2,12,1,1,1,44,15,47,2,1,2,0,0,0,3,0,6,-5,4,17,0.514902
ktha,2,12,2,1,2,47,34,15,2,1,1,0,0,0,3,0,6,-4,4,17,0.189306
na,2,12,3,1,3,15,47,34,1,2,1,0,0,0,3,0,6,-3,4,17,0.250931
vya,2,12,4,2,1,34,15,47,1,1,2,0,0,0,3,0,6,-2,4,17,0.4535
ktha,2,12,5,2,2,47,34,15,2,1,1,0,0,0,3,0,6,-1,4,17,0.250432
na,2,12,6,2,3,15,34,34,1,2,1,0,0,0,3,1,6,0,4,17,0.281241
na,2,12,7,3,1,34,53,34,1,1,2,0,1,0,3,0,6,1,4,17,0.421312
nda,2,12,8,3,2,34,34,53,2,1,1,0,0,1,3,0,6,2,4,17,0.281241
na,2,12,9,3,3,53,41,34,1,2,1,1,0,0,3,0,6,3,4,17,0.250432
yaa,2,12,10,4,1,34,40,41,1,1,2,0,0,0,3,0,6,4,5,17,0.386415
ma,2,12,11,4,2,41,41,40,2,2,1,0,0,0,3,0,6,5,5,17,0.225729
yan,2,12,12,4,3,40,48,41,1,2,2,0,0,0,3,0,6,6,5,17,0.433945
sha,2,12,1,1,1,41,15,48,2,1,2,0,0,0,3,0,6,-5,4,18,0.41801
kthi,2,12,2,1,2,48,47,15,2,1,1,0,0,0,3,0,6,-4,4,18,0.281241
vi,2,12,3,1,3,15,40,47,1,2,1,0,0,0,3,0,6,-3,4,18,0.233495
mu,2,12,4,2,1,47,15,40,1,2,2,0,0,0,3,0,6,-2,5,18,0.422312
kthan,2,12,5,2,2,40,47,15,2,1,2,0,0,0,3,0,6,-1,5,18,0.544156
vi,2,12,6,2,3,15,40,47,2,2,1,0,0,0,3,1,6,0,5,18,0.257931
mu,2,12,7,3,1,47,15,40,1,1,2,0,0,0,3,0,6,1,4,18,0.431312
ktha,2,12,8,3,2,40,51,15,2,1,1,0,0,0,3,0,6,2,4,18,0.281241
hru,2,12,9,3,3,15,32,51,1,2,1,0,0,0,3,0,6,3,4,18,0.266557
ddi,2,12,10,4,1,51,50,32,1,1,2,0,1,0,3,0,6,4,5,18,0.423412
sthi,2,12,11,4,2,32,30,50,2,2,1,0,0,1,3,0,6,5,5,18,0.281241
than,2,12,12,4,3,50,34,30,1,2,2,1,0,0,3,0,6,6,5,18,0.514469
na,2,12,1,1,1,30,15,34,2,1,2,0,0,0,3,0,6,-5,4,16,0.421322
ktha,2,12,2,1,2,34,24,15,2,1,1,0,0,0,3,0,6,-4,4,16,0.281241
nja,2,12,3,1,3,15,42,24,1,2,1,0,0,0,3,0,6,-3,4,16,0.265742
ree,2,12,4,2,1,24,48,42,1,1,2,0,0,0,3,0,6,-2,4,16,0.424312
shwa,2,12,5,2,2,42,42,48,2,1,1,0,0,0,3,0,6,-1,4,16,0.281241
ra,2,12,6,2,3,48,42,42,1,2,1,0,0,0,3,1,6,0,4,16,0.281241
raa,2,12,7,3,1,42,41,42,1,1,2,0,0,0,3,0,6,1,4,16,0.416211
ya,2,12,8,3,2,42,25,41,2,1,1,0,0,0,3,0,6,2,4,16,0.281241
da,2,12,9,3,3,41,48,25,1,2,1,0,0,0,3,0,6,3,4,16,0.151235
shaa,2,12,10,4,1,25,50,48,1,1,2,0,0,0,3,0,6,4,4,16,0.383754
sya,2,12,11,4,2,48,34,50,2,1,1,0,0,0,3,0,6,5,4,16,0.250432
nu,2,12,12,4,3,50,40,34,1,2,1,0,0,0,3,0,6,6,4,16,0.281241
mu,2,12,1,1,1,34,15,40,1,1,2,0,0,0,3,0,6,-5,4,19,0.421322
kthi,2,12,2,1,2,40,15,15,2,1,1,0,0,0,3,0,6,-4,4,19,0.281241
ko,2,12,3,1,3,15,25,15,1,2,1,0,0,0,3,0,6,-3,4,19,0.226848
du,2,12,4,2,1,15,30,25,1,1,2,0,1,0,3,0,6,-2,5,19,0.422312
ttha,2,12,5,2,2,25,47,30,2,2,1,0,0,1,3,0,6,-1,5,19,0.281241
van,2,12,6,2,3,30,30,47,1,2,2,1,0,0,3,1,6,0,5,19,0.522864
tha,2,12,7,3,1,47,34,30,2,1,2,0,1,0,3,0,6,1,4,19,0.433312
nte,2,12,8,3,2,30,20,34,2,1,1,0,0,1,3,0,6,2,4,19,0.281241
cha,2,12,9,3,3,34,42,20,1,2,1,1,0,0,3,0,6,3,4,19,0.291668
ri,2,12,10,4,1,20,30,42,1,2,2,0,0,0,3,0,6,4,6,19,0.421412
thra,2,12,11,4,2,42,19,30,2,2,2,0,1,0,3,0,6,5,6,19,0.433322
ngal,2,12,12,4,3,30,34,19,2,2,2,0,0,1,3,0,6,6,6,19,0.62957
na,2,12,1,1,1,19,15,34,2,1,2,1,0,0,3,0,6,-5,5,19,0.421322
ktha,2,12,2,1,2,34,25,15,2,2,1,0,0,0,3,0,6,-4,5,19,0.281241
dii,2,12,3,1,3,15,36,25,1,2,2,0,0,0,3,0,6,-3,5,19,0.423412
pam,2,12,4,2,1,25,22,36,2,2,2,0,0,0,3,0,6,-2,5,19,0.404609
jii,2,12,5,2,2,36,47,22,2,1,2,0,0,0,3,0,6,-1,5,19,0.450631
vi,2,12,6,2,3,22,30,47,2,2,1,0,0,0,3,1,6,0,5,19,0.240331
thaa,2,12,7,3,1,47,47,30,1,1,2,0,0,0,3,0,6,1,4,19,0.426554
va,2,12,8,3,2,30,33,47,2,1,1,0,0,0,3,0,6,2,4,19,0.243164
dhi,2,12,9,3,3,47,15,33,1,2,1,0,0,0,3,0,6,3,4,19,0.281241
keel,2,12,10,4,1,33,15,15,1,1,2,0,1,0,3,0,6,4,5,19,0.484808
kki,2,12,11,4,2,15,44,15,2,2,1,0,0,1,3,0,6,5,5,19,0.178454
lum,2,12,12,4,3,15,30,44,1,1,2,1,0,0,3,0,6,6,5,19,0.526191
thru,2,12,1,1,1,44,36,30,2,1,1,0,0,0,3,0,6,-5,3,16,0.291451
pthi,2,12,2,1,2,30,47,36,1,1,1,0,0,0,3,0,6,-4,3,16,0.281241
va,2,12,3,1,3,36,42,47,1,2,1,0,0,0,3,0,6,-3,3,16,0.2544161
raa,2,12,4,2,1,47,40,42,1,1,2,0,0,0,3,0,6,-2,4,16,0.404462
